12/28/2021,17:43,14,15,50,23,5,99,199
12/28/2021,17:42,14,15,50,23,5,99,200
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:43,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:43,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:43,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:43,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:43,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:43,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:43,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:43,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:43,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:43,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:43,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:43,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:43,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:43,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:43,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:43,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:43,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:43,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:43,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:43,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:43,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:43,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:43,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:43,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:43,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:43,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:43,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:43,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:43,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
12/28/2021,17:42,14,15,50,23,5,99,206
